ticker,category,date,price,volume_ratio,price_change_pct,fwd_5d_pct,base_5d_pct,excess_5d_pct,fwd_10d_pct,base_10d_pct,excess_10d_pct,fwd_20d_pct,base_20d_pct,excess_20d_pct,fwd_30d_pct,base_30d_pct,excess_30d_pct,market_cap_busd,size_bucket,persistence_days,persistence_bucket
NVDA,Servers and Compute,2024-02-29,78.97,1.57,7.1,17.14,5.49,11.65,11.17,0.71,10.45,14.22,8.79,5.43,11.48,1.71,9.76,1906.88859,4. over $50B,9,3. persistent (6-9 days)
NVDA,Servers and Compute,2024-03-14,87.79,1.7,11.2,3.97,6.99,-3.02,2.74,8.34,-5.6,0.28,1.11,-0.84,-0.24,3.98,-4.22,2119.86513,4. over $50B,13,4. very persistent (10+ days)
AMD,Servers and Compute,2023-12-14,138.0,1.53,13.9,1.38,4.39,-3.0,6.82,6.06,0.76,15.03,1.74,13.29,24.68,8.28,16.41,225.281555796,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2024-01-18,162.67,1.52,20.2,10.86,4.81,6.05,4.8,7.67,-2.87,8.66,18.81,-10.15,24.57,24.96,-0.39,265.55471508214,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2025-06-23,129.58,1.56,11.5,9.51,7.96,1.55,6.36,8.58,-2.22,19.4,13.03,6.37,34.52,18.92,15.6,211.53611594236003,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2025-08-01,171.7,1.53,9.4,0.62,3.39,-2.78,3.38,4.58,-1.2,-5.28,8.12,-13.41,-6.14,25.14,-31.28,280.29596471139996,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2025-10-08,235.56,1.53,46.4,1.29,2.48,-1.19,-2.26,-3.57,1.31,8.82,8.72,0.1,-5.1,-5.01,-0.09,384.54582089352004,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2026-04-27,334.63,1.56,35.6,2.06,4.99,-2.92,37.1,16.03,21.08,50.58,21.6,28.98,42.1,21.36,20.74,546.2751233044601,4. over $50B,1,1. brief (1-2 days)
AMD,Servers and Compute,2026-05-11,458.79,1.94,37.1,-8.24,-6.32,-1.92,9.83,4.95,4.88,3.64,4.92,-1.27,13.28,9.79,3.49,748.96322451918,4. over $50B,11,4. very persistent (10+ days)
IBM,Servers and Compute,2024-01-25,175.58,1.77,18.1,-1.85,2.32,-4.17,-2.3,7.06,-9.37,-1.58,10.03,-11.62,3.84,18.88,-15.05,165.41995619620002,4. over $50B,1,1. brief (1-2 days)
IBM,Servers and Compute,2024-09-20,206.35,1.52,8.4,1.44,5.4,-3.96,3.81,5.46,-1.65,6.66,10.05,-3.39,-4.34,8.47,-12.81,194.4094313765,4. over $50B,1,1. brief (1-2 days)
IBM,Servers and Compute,2025-01-31,244.28,1.52,14.8,-1.31,1.7,-3.02,2.86,2.66,0.21,-1.5,-15.13,13.63,-0.41,-13.53,13.12,230.14458878920001,4. over $50B,1,1. brief (1-2 days)
IBM,Servers and Compute,2025-10-27,305.16,1.53,12.9,-2.67,3.26,-5.93,-0.72,1.65,-2.37,-2.33,-9.57,7.24,-0.29,-1.52,1.23,287.5017304524,4. over $50B,1,1. brief (1-2 days)
IBM,Servers and Compute,2026-05-27,253.38,1.54,16.4,19.76,9.15,10.62,6.72,-5.33,12.06,1.2,5.79,-4.59,12.68,-2.01,14.69,238.71801173819998,4. over $50B,1,1. brief (1-2 days)
JBL,Servers and Compute,2023-12-15,132.23,2.19,13.7,-3.78,5.14,-8.92,-3.59,3.88,-7.47,-8.58,0.18,-8.76,-5.73,6.07,-11.8,13.855996778469999,3. $10B - $50B,1,1. brief (1-2 days)
JBL,Servers and Compute,2024-09-26,126.26,1.53,22.0,-5.33,-2.19,-3.14,-2.95,1.25,-4.21,-1.28,3.31,-4.59,8.41,14.76,-6.35,13.23041785714,3. $10B - $50B,1,1. brief (1-2 days)
JBL,Servers and Compute,2024-12-23,145.31,1.7,8.5,-1.22,-2.43,1.22,5.68,1.25,4.44,18.99,11.24,7.75,13.55,1.32,12.23,15.22661190259,3. $10B - $50B,1,1. brief (1-2 days)
JBL,Servers and Compute,2025-06-17,196.59,1.53,13.8,9.03,4.65,4.37,12.7,11.05,1.65,12.87,15.18,-2.31,13.35,22.13,-8.78,20.60009382651,3. $10B - $50B,1,1. brief (1-2 days)
JBL,Servers and Compute,2025-07-02,221.55,1.86,12.7,-0.42,0.72,-1.14,0.15,3.74,-3.59,0.58,10.3,-9.73,-2.02,13.44,-15.46,23.21557956795,3. $10B - $50B,11,4. very persistent (10+ days)
FLEX,Servers and Compute,2024-09-20,32.93,2.19,13.4,1.91,5.4,-3.49,1.64,5.46,-3.82,5.98,10.05,-4.07,7.74,8.47,-0.73,12.16444006554,3. $10B - $50B,1,1. brief (1-2 days)
FLEX,Servers and Compute,2025-06-27,49.89,1.89,14.5,3.15,1.9,1.25,4.15,3.05,1.1,1.2,10.93,-9.73,0.54,13.31,-12.77,18.42951457242,3. $10B - $50B,1,1. brief (1-2 days)
FLEX,Servers and Compute,2025-12-08,67.54,1.62,22.2,0.4,-6.58,6.98,-5.57,-3.31,-2.25,-9.15,-0.31,-8.84,-4.18,8.92,-13.1,24.949477134120002,3. $10B - $50B,1,1. brief (1-2 days)
FLEX,Servers and Compute,2026-05-06,134.73,2.04,57.7,6.73,1.14,5.6,-2.38,-3.51,1.13,18.39,15.03,3.36,9.56,15.52,-5.96,49.76966322593999,3. $10B - $50B,1,1. brief (1-2 days)
FLEX,Servers and Compute,2026-06-01,148.01,1.71,7.4,1.91,-2.6,4.51,0.82,1.33,-0.51,9.5,2.24,7.26,-13.03,-11.4,-1.63,54.67533477378,4. over $50B,7,3. persistent (6-9 days)
FLEX,Servers and Compute,2026-06-25,161.28,2.41,15.6,-15.14,-10.45,-4.7,-15.8,-7.39,-8.41,-26.52,-15.1,-11.42,-24.76,-11.52,-13.24,59.57731229184,4. over $50B,3,2. building (3-5 days)
TSSI,Servers and Compute,2023-11-27,0.39,1.7,8.3,-15.38,3.16,-18.54,-30.77,4.09,-34.86,-17.95,20.43,-38.38,-10.26,16.18,-26.44,0.0110054373,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-01-09,0.31,3.18,19.2,6.45,-3.2,9.65,3.23,0.46,2.77,-16.13,6.0,-22.13,22.58,13.05,9.53,0.0087479117,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-02-15,0.28,2.12,7.7,50.0,-1.55,51.55,75.0,6.62,68.38,71.43,3.6,67.83,114.29,11.22,103.07,0.007901339600000001,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-03-01,0.49,2.16,75.0,-8.16,0.4,-8.57,-2.04,-2.61,0.56,22.45,4.79,17.66,14.29,-4.21,18.49,0.013827344299999999,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2024-03-26,0.55,1.57,19.6,9.09,0.32,8.77,0.0,-3.41,3.41,50.91,-4.86,55.77,65.45,-1.2,66.65,0.015520488500000002,1. under $2B,3,2. building (3-5 days)
TSSI,Servers and Compute,2024-04-17,0.69,1.69,15.0,20.29,3.81,16.48,17.39,1.77,15.62,85.51,13.98,71.53,246.38,21.3,225.07,0.019471158299999996,1. under $2B,9,3. persistent (6-9 days)
TSSI,Servers and Compute,2024-05-01,0.81,2.0,17.4,12.35,5.94,6.41,58.02,11.99,46.04,195.06,18.58,176.48,153.09,29.28,123.81,0.022857446700000002,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2024-05-15,1.28,2.72,58.0,9.38,3.37,6.01,86.72,5.17,81.55,60.16,14.7,45.45,71.09,13.38,57.71,0.0361204096,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2024-05-30,2.39,3.81,86.7,-18.41,0.83,-19.24,-14.23,8.57,-22.79,-8.37,7.47,-15.84,30.54,17.97,12.58,0.0674435773,1. under $2B,14,4. very persistent (10+ days)
TSSI,Servers and Compute,2024-07-11,2.98,1.53,44.0,0.0,-2.09,2.09,-3.02,-7.34,4.32,-20.47,-13.63,-6.84,39.93,-6.27,46.2,0.08409282859999999,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-08-16,3.8,1.73,55.7,17.37,4.52,12.85,26.05,1.71,24.34,39.47,0.46,39.02,87.63,11.02,76.61,0.107232466,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-08-30,4.79,3.03,26.1,4.38,-7.13,11.51,10.65,-1.16,11.81,48.85,9.12,39.74,26.1,14.76,11.34,0.13516934530000002,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2024-09-25,6.97,1.52,44.3,-7.03,0.27,-7.3,-6.74,3.81,-10.56,-13.92,4.92,-18.83,24.25,15.86,8.39,0.1966869179,1. under $2B,3,2. building (3-5 days)
TSSI,Servers and Compute,2024-11-13,11.32,1.73,44.4,-33.48,1.12,-34.6,-14.31,5.0,-19.31,-16.87,9.62,-26.49,5.74,4.91,0.83,0.31943987240000005,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2024-12-02,11.01,2.55,21.5,-12.81,2.53,-15.34,-12.9,5.41,-18.31,7.72,-4.47,12.19,7.08,2.02,5.06,0.3106919607,1. under $2B,4,2. building (3-5 days)
TSSI,Servers and Compute,2025-01-02,13.67,1.6,46.4,-18.36,0.91,-19.27,-12.14,6.93,-19.07,1.9,-1.24,3.14,12.95,4.93,8.02,0.3857546869,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2025-01-24,16.54,1.52,40.3,-12.88,-10.15,-2.72,-9.79,-8.79,-1.0,-25.63,-15.13,-10.5,-48.0,-27.5,-20.51,0.46674341779999995,1. under $2B,5,2. building (3-5 days)
TSSI,Servers and Compute,2025-05-16,15.44,3.42,102.9,-14.64,-1.74,-12.9,-6.35,-0.94,-5.41,39.9,8.17,31.73,72.34,15.63,56.71,0.43570244080000003,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2025-06-03,15.14,1.83,8.5,34.87,4.02,30.86,43.92,3.79,40.14,86.92,15.43,71.5,42.27,19.43,22.84,0.4272367198,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2025-06-17,21.79,2.05,43.9,24.69,4.65,20.04,29.88,11.05,18.83,-1.15,15.18,-16.33,24.83,22.13,2.7,0.6148935352999999,1. under $2B,13,4. very persistent (10+ days)
TSSI,Servers and Compute,2025-07-02,28.3,2.19,29.9,-19.01,0.72,-19.73,-23.89,3.74,-27.63,-3.89,10.3,-14.19,-37.74,13.44,-51.18,0.798599681,1. under $2B,14,4. very persistent (10+ days)
TSSI,Servers and Compute,2026-03-11,11.94,2.11,38.2,-8.96,0.28,-9.24,11.73,4.94,6.78,9.88,11.49,-1.61,32.33,29.2,3.13,0.3369356958,1. under $2B,1,1. brief (1-2 days)
TSSI,Servers and Compute,2026-03-25,13.34,1.61,11.7,4.57,-4.93,9.5,-1.65,6.32,-7.97,18.44,23.34,-4.9,18.74,37.03,-18.29,0.3764423938,1. under $2B,11,4. very persistent (10+ days)
TSSI,Servers and Compute,2026-04-23,15.8,1.55,20.4,-3.04,2.78,-5.82,0.25,10.81,-10.56,-26.65,15.29,-41.93,-15.32,21.22,-36.54,0.445861306,1. under $2B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2023-12-08,47.0,1.51,10.5,1.25,5.72,-4.46,3.48,10.97,-7.49,4.33,9.53,-5.2,12.05,9.8,2.25,18.094444131,3. $10B - $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2024-02-06,58.94,1.6,10.2,5.77,5.49,0.28,-0.96,4.01,-4.97,21.77,16.64,5.13,31.71,16.33,15.38,22.69120291662,3. $10B - $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2024-02-27,66.07,1.71,8.1,5.66,3.43,2.23,9.13,3.33,5.8,24.79,7.75,17.04,27.96,4.3,23.66,25.436168590109997,3. $10B - $50B,7,3. persistent (6-9 days)
VRT,Data Center Cooling,2024-03-18,76.93,1.5,7.6,6.24,5.98,0.26,4.71,5.41,-0.7,6.77,-1.59,8.35,20.56,0.35,20.21,29.61714014889,3. $10B - $50B,4,2. building (3-5 days)
VRT,Data Center Cooling,2024-04-26,93.24,1.58,11.4,-0.51,-0.97,0.45,2.04,2.3,-0.26,13.56,14.57,-1.0,-2.34,15.61,-17.95,35.89629725052,3. $10B - $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2025-08-01,141.43,1.56,9.7,-1.17,3.39,-4.57,-6.02,4.58,-10.6,-9.92,8.12,-18.04,-2.32,25.14,-27.47,54.44887730739,4. over $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2025-10-23,183.05,1.52,8.5,5.76,6.84,-1.07,-0.1,5.71,-5.81,-12.88,-10.67,-2.2,3.22,2.99,0.23,70.47208506765001,4. over $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2026-02-13,234.43,1.53,26.0,4.64,-0.27,4.92,9.9,1.74,8.16,12.88,0.18,12.7,-0.11,-9.68,9.58,90.25277739639,4. over $50B,1,1. brief (1-2 days)
VRT,Data Center Cooling,2026-03-09,264.23,1.56,7.7,0.15,3.72,-3.58,-3.14,3.61,-6.74,-0.75,5.48,-6.23,18.22,28.94,-10.72,101.72542495179,4. over $50B,7,3. persistent (6-9 days)
MOD,Data Center Cooling,2024-01-31,69.09,1.8,8.0,-0.72,2.99,-3.72,13.08,11.3,1.79,29.85,12.97,16.87,22.64,13.7,8.93,3.6695569957200003,2. $2B - $10B,1,1. brief (1-2 days)
MOD,Data Center Cooling,2024-02-26,86.17,1.51,17.8,6.35,6.09,0.26,-5.65,2.42,-8.08,12.85,8.18,4.67,6.14,6.67,-0.53,4.57672204836,2. $2B - $10B,5,2. building (3-5 days)
MOD,Data Center Cooling,2024-03-20,99.0,1.51,11.0,-3.79,4.11,-7.9,-4.25,1.63,-5.88,-15.39,-4.78,-10.61,-4.9,-2.08,-2.82,5.258158092,2. $2B - $10B,6,3. persistent (6-9 days)
MOD,Data Center Cooling,2025-07-31,134.56,1.75,38.1,0.44,-0.35,0.79,3.68,2.46,1.21,5.85,7.5,-1.65,11.24,18.73,-7.5,7.146845988480001,2. $2B - $10B,1,1. brief (1-2 days)
MOD,Data Center Cooling,2026-02-03,199.48,1.6,46.3,10.17,3.29,6.87,9.05,2.78,6.27,5.24,2.04,3.2,0.47,2.2,-1.72,10.59492299184,3. $10B - $50B,1,1. brief (1-2 days)
MOD,Data Center Cooling,2026-02-18,217.53,1.53,9.0,5.82,3.76,2.06,-3.49,-0.77,-2.72,-7.87,-0.44,-7.43,2.5,-0.8,3.3,11.55360737124,3. $10B - $50B,11,4. very persistent (10+ days)
MOD,Data Center Cooling,2026-06-02,306.89,1.76,24.2,-9.36,-9.06,-0.29,-7.14,-5.18,-1.97,-20.33,-7.93,-12.4,-26.28,-19.6,-6.68,16.299758958119998,3. $10B - $50B,1,1. brief (1-2 days)
NVT,Data Center Cooling,2024-02-07,62.49,1.7,10.6,-0.92,8.29,-9.21,2.59,6.37,-3.78,9.11,15.55,-6.43,15.13,17.63,-2.49,10.114502608110001,3. $10B - $50B,1,1. brief (1-2 days)
NVT,Data Center Cooling,2024-05-09,80.38,1.55,10.2,-2.02,3.95,-5.98,0.35,7.26,-6.91,-6.25,10.66,-16.91,-4.26,17.33,-21.59,13.01014113682,3. $10B - $50B,1,1. brief (1-2 days)
NVT,Data Center Cooling,2025-02-10,67.55,1.67,8.2,0.6,0.71,-0.11,-11.85,-11.89,0.04,-20.06,-20.62,0.56,-14.58,-14.6,0.01,10.93350377945,3. $10B - $50B,1,1. brief (1-2 days)
NVT,Data Center Cooling,2025-08-04,89.89,1.56,20.7,-1.91,0.54,-2.45,-1.19,3.77,-4.96,-1.12,4.75,-5.87,6.31,22.19,-15.88,14.549410136710001,3. $10B - $50B,1,1. brief (1-2 days)
NVT,Data Center Cooling,2025-11-03,111.84,1.53,12.1,-0.03,-1.64,1.62,-7.36,-13.4,6.04,-6.23,-8.82,2.59,-8.86,-11.17,2.31,18.10219189776,3. $10B - $50B,1,1. brief (1-2 days)
TT,Data Center Cooling,2024-02-08,264.07,1.52,7.1,1.12,4.75,-3.63,4.4,2.38,2.02,5.84,10.73,-4.89,11.57,13.37,-1.79,58.10152035039,4. over $50B,1,1. brief (1-2 days)
TT,Data Center Cooling,2026-01-30,418.62,1.53,8.6,8.13,3.39,4.74,10.63,5.11,5.51,10.84,7.33,3.51,0.46,5.05,-4.59,92.10610235574,4. over $50B,1,1. brief (1-2 days)
JCI,Data Center Cooling,2023-12-27,55.72,1.63,9.2,-1.66,-5.93,4.27,0.19,-3.46,3.65,-1.89,-1.03,-0.86,-3.78,7.98,-11.75,33.7519147084,3. $10B - $50B,1,1. brief (1-2 days)
JCI,Data Center Cooling,2025-02-06,86.78,1.73,7.3,0.62,-1.21,1.83,-3.09,-4.16,1.06,-9.02,-17.26,8.24,-5.99,-15.7,9.71,52.5662447666,4. over $50B,1,1. brief (1-2 days)
CARR,Data Center Cooling,2024-03-06,55.82,1.66,7.3,0.24,-2.14,2.39,1.44,0.09,1.35,-3.24,1.3,-4.54,-7.52,-5.35,-2.17,46.01382468174,3. $10B - $50B,1,1. brief (1-2 days)
CARR,Data Center Cooling,2026-02-05,62.65,1.53,9.9,2.84,8.43,-5.59,1.65,10.64,-8.99,-7.53,1.92,-9.45,-7.97,6.87,-14.85,51.64396482105,4. over $50B,1,1. brief (1-2 days)
AAON,Data Center Cooling,2023-12-15,70.4,1.52,13.7,3.23,5.14,-1.9,3.92,3.88,0.05,-1.56,0.18,-1.74,-1.34,6.07,-7.4,5.8047361856,2. $2B - $10B,1,1. brief (1-2 days)
AAON,Data Center Cooling,2024-06-28,86.54,1.75,15.7,-1.43,5.21,-6.65,4.44,8.81,-4.38,0.25,-1.98,2.23,0.17,-9.75,9.92,7.135537919060001,2. $2B - $10B,1,1. brief (1-2 days)
AAON,Data Center Cooling,2024-11-07,118.26,1.5,12.1,11.82,-2.64,14.46,13.82,2.6,11.22,15.31,13.47,1.83,4.28,4.05,0.23,9.750967348140001,2. $2B - $10B,1,1. brief (1-2 days)
AAON,Data Center Cooling,2024-11-21,134.6,1.64,13.8,0.63,3.38,-2.74,1.31,10.16,-8.85,-8.38,1.28,-9.66,-11.1,4.32,-15.42,11.0982598094,3. $10B - $50B,11,4. very persistent (10+ days)
AAON,Data Center Cooling,2025-08-13,87.92,1.78,9.4,-9.29,-3.16,-6.13,-4.01,1.55,-5.56,-6.48,14.44,-20.91,-0.06,19.15,-19.2,7.24932394088,2. $2B - $10B,1,1. brief (1-2 days)
AAON,Data Center Cooling,2026-05-07,129.16,1.92,30.9,8.32,6.35,1.97,2.43,3.88,-1.45,2.68,9.07,-6.39,5.42,22.14,-16.72,10.64971201324,3. $10B - $50B,1,1. brief (1-2 days)
SPXC,Data Center Cooling,2023-12-15,95.61,1.62,9.2,5.29,5.14,0.16,3.7,3.88,-0.18,2.4,0.18,2.21,5.26,6.07,-0.81,4.788709074600001,2. $2B - $10B,1,1. brief (1-2 days)
SPXC,Data Center Cooling,2024-02-28,116.4,1.85,10.1,-1.92,6.19,-8.11,0.5,3.74,-3.24,4.31,9.6,-5.28,6.78,6.05,0.73,5.829994104,2. $2B - $10B,1,1. brief (1-2 days)
SPXC,Data Center Cooling,2025-08-05,203.71,1.56,17.2,-6.16,4.66,-10.82,-7.71,1.32,-9.03,-10.34,5.42,-15.76,-9.23,24.46,-33.69,10.2029905406,3. $10B - $50B,1,1. brief (1-2 days)
SPXC,Data Center Cooling,2025-11-10,224.93,1.61,14.8,-7.85,-12.4,4.55,-5.76,-11.4,5.64,-6.94,-3.53,-3.41,-8.66,-6.68,-1.98,11.265812489800002,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2023-12-18,201.39,2.48,7.5,3.03,6.34,-3.31,-3.51,0.59,-4.09,0.73,-0.09,0.82,10.79,7.05,3.74,7.08778591731,2. $2B - $10B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2024-03-04,317.53,1.52,28.9,-7.24,-3.41,-3.83,-3.25,-3.17,-0.08,-1.85,2.01,-3.86,-5.1,-4.8,-0.3,11.17525528737,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2024-11-07,440.68,1.68,7.2,-0.78,-2.64,1.86,10.63,2.6,8.03,12.22,13.47,-1.25,-1.0,4.05,-5.05,15.50943690372,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2025-07-29,685.78,1.55,27.6,0.55,1.38,-0.83,4.5,6.09,-1.59,2.94,6.65,-3.71,9.45,20.06,-10.61,24.13556694162,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2025-10-30,961.33,1.5,14.8,-0.57,-1.2,0.62,-6.77,-10.02,3.25,1.48,-5.15,6.63,0.54,-6.99,7.54,33.83336429757,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2025-11-28,975.55,1.7,8.8,2.51,1.37,1.15,-0.92,-2.25,1.33,-2.69,-2.23,-0.46,9.85,7.24,2.61,34.333827655949996,3. $10B - $50B,1,1. brief (1-2 days)
FIX,Data Center Cooling,2026-01-02,1002.21,1.91,13.6,0.67,1.66,-0.98,11.59,10.4,1.19,17.2,12.61,4.58,33.29,15.27,18.02,35.27210846709001,3. $10B - $50B,1,1. brief (1-2 days)
GEV,Data Center Power Supply,2024-09-24,254.4,1.55,26.5,0.41,-0.71,1.12,3.44,3.33,0.11,8.2,7.21,0.99,23.6,8.92,14.68,67.7552630064,4. over $50B,1,1. brief (1-2 days)
GEV,Data Center Power Supply,2026-05-05,1094.65,1.51,10.5,-2.12,4.22,-6.35,-7.62,-1.32,-6.3,-12.4,23.05,-35.45,-4.18,16.86,-21.04,291.54205444165,4. over $50B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2023-12-11,29.98,1.93,7.2,0.62,7.55,-6.93,-1.96,15.12,-17.08,-12.01,11.61,-23.62,-15.26,11.77,-27.03,1.0922482687200001,1. under $2B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2024-01-31,39.05,1.93,46.0,11.45,2.99,8.46,29.21,11.3,17.92,56.55,12.97,43.58,37.39,13.7,23.68,1.4226916241999998,1. under $2B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2024-02-14,50.45,2.06,29.2,2.05,-1.06,3.11,21.16,2.47,18.69,6.32,3.43,2.9,-6.93,11.07,-18.0,1.8380228538000003,1. under $2B,11,4. very persistent (10+ days)
POWL,Data Center Power Supply,2024-02-29,61.13,1.65,21.2,-16.72,5.49,-22.21,-12.24,0.71,-12.96,-23.18,8.79,-31.97,-32.01,1.71,-33.72,2.2271226373200004,2. $2B - $10B,14,4. very persistent (10+ days)
POWL,Data Center Power Supply,2024-08-01,53.25,1.51,23.7,2.1,-5.04,7.14,3.83,1.41,2.42,1.21,2.58,-1.37,4.63,2.85,1.78,1.940034033,1. under $2B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2024-11-14,99.49,1.54,17.9,-4.08,5.7,-9.78,-10.95,9.12,-20.07,-16.07,13.0,-29.07,-24.38,5.03,-29.41,3.6246757923599997,2. $2B - $10B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2025-08-13,86.3,1.53,12.6,-4.98,-3.16,-1.82,5.76,1.55,4.21,12.71,14.44,-1.73,9.36,19.15,-9.78,3.1441302731999996,2. $2B - $10B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2026-01-23,139.14,1.54,16.2,6.13,0.83,5.31,39.78,4.66,35.12,30.26,6.84,23.42,24.5,2.94,21.56,5.069226954959999,2. $2B - $10B,1,1. brief (1-2 days)
POWL,Data Center Power Supply,2026-02-06,194.49,1.83,39.8,0.15,1.71,-1.56,-6.81,1.56,-8.37,-10.93,-1.86,-9.07,-7.08,1.84,-8.92,7.085769372360001,2. $2B - $10B,6,3. persistent (6-9 days)
POWL,Data Center Power Supply,2026-05-06,320.05,1.52,31.9,-6.08,1.14,-7.21,-15.35,-3.51,-11.84,-6.29,15.03,-21.32,-7.18,15.52,-22.7,11.6602421082,3. $10B - $50B,1,1. brief (1-2 days)
BE,Data Center Power Supply,2024-05-21,15.13,1.51,28.5,2.58,2.49,0.08,3.64,3.6,0.04,-7.4,12.17,-19.57,-19.63,15.81,-35.44,4.456198744980001,2. $2B - $10B,1,1. brief (1-2 days)
BE,Data Center Power Supply,2024-11-07,10.67,1.54,16.1,24.46,-2.64,27.1,124.37,2.6,121.77,153.8,13.47,140.32,126.05,4.05,122.0,3.14260678182,2. $2B - $10B,1,1. brief (1-2 days)
BE,Data Center Power Supply,2024-11-21,23.94,3.59,124.4,14.66,3.38,11.28,13.12,10.16,2.96,0.75,1.28,-0.53,4.68,4.32,0.36,7.05098466324,2. $2B - $10B,11,4. very persistent (10+ days)
BE,Data Center Power Supply,2024-12-06,27.08,1.59,13.1,-5.5,-2.7,-2.81,-10.93,-7.68,-3.25,-7.46,-5.11,-2.34,2.18,3.02,-0.84,7.975800529679999,2. $2B - $10B,13,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-07-09,28.71,1.61,25.1,-14.0,0.96,-14.96,-6.34,5.08,-11.42,35.35,9.14,26.21,55.03,9.01,46.03,8.45588010366,2. $2B - $10B,1,1. brief (1-2 days)
BE,Data Center Power Supply,2025-07-24,33.06,1.81,27.9,13.1,3.64,9.45,11.31,3.37,7.95,35.6,2.96,32.64,72.63,11.54,61.09,9.737074058760001,2. $2B - $10B,7,3. persistent (6-9 days)
BE,Data Center Power Supply,2025-08-07,36.8,2.32,11.3,22.58,2.88,19.7,21.82,-0.21,22.03,55.08,8.07,47.01,130.79,26.12,104.67,10.8386063328,3. $10B - $50B,11,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-08-21,44.83,1.8,21.8,22.24,8.12,14.12,27.3,8.11,19.19,89.45,25.56,63.89,101.41,33.45,67.96,13.203660921180001,3. $10B - $50B,14,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-09-05,57.07,1.57,27.3,17.86,9.51,8.35,48.82,15.58,33.24,58.21,22.76,35.45,95.37,28.07,67.31,16.80867563622,3. $10B - $50B,14,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-09-19,84.93,2.07,48.8,-17.2,-2.13,-15.07,6.31,5.43,0.88,31.28,9.2,22.08,55.61,18.33,37.28,25.014207495780003,3. $10B - $50B,12,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-10-07,86.06,1.94,11.2,32.54,2.73,29.81,21.29,3.22,18.07,49.95,8.02,41.93,21.97,-2.98,24.95,25.34702339676,3. $10B - $50B,10,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-10-21,104.38,1.56,21.3,8.53,5.91,2.61,23.63,4.55,19.09,0.57,-6.29,6.86,-1.8,0.04,-1.84,30.74276437548,3. $10B - $50B,12,4. very persistent (10+ days)
BE,Data Center Power Supply,2025-11-04,129.05,1.72,23.6,-1.53,-0.96,-0.58,-18.66,-10.63,-8.03,-20.57,-4.42,-16.15,-40.36,-10.77,-29.58,38.008754001300005,3. $10B - $50B,10,4. very persistent (10+ days)
BE,Data Center Power Supply,2026-05-07,258.64,1.53,8.9,17.31,6.35,10.96,19.04,3.88,15.16,1.92,9.07,-7.15,33.72,22.14,11.57,76.17655276944001,4. over $50B,1,1. brief (1-2 days)
BE,Data Center Power Supply,2026-06-30,302.7,1.7,10.3,-15.99,-9.7,-6.3,-20.92,-12.88,-8.04,-45.9,-26.26,-19.65,-21.65,-8.04,-13.61,89.1534276342,4. over $50B,1,1. brief (1-2 days)
