ticker,category,date,price,volume_ratio,price_change_pct,fwd_5d_pct,base_5d_pct,excess_5d_pct,fwd_10d_pct,base_10d_pct,excess_10d_pct,fwd_20d_pct,base_20d_pct,excess_20d_pct,fwd_30d_pct,base_30d_pct,excess_30d_pct,market_cap_busd,size_bucket,persistence_days,persistence_bucket
STX,Memory and Storage,2025-01-22,105.86,1.53,21.4,-8.13,-14.32,6.18,-11.79,-9.27,-2.51,-5.12,-8.14,3.02,-19.91,-26.19,6.28,23.99258867548,3. $10B - $50B,1,1. brief (1-2 days)
STX,Memory and Storage,2025-09-23,226.26,1.54,19.1,3.8,1.03,2.77,-1.06,4.44,-5.5,-5.65,7.98,-13.63,10.1,12.99,-2.89,51.28058864268,4. over $50B,1,1. brief (1-2 days)
STX,Memory and Storage,2025-11-04,249.11,1.5,16.7,15.03,-0.96,15.98,1.39,-10.63,12.02,3.31,-4.42,7.73,10.89,-10.77,21.66,56.45941587898,4. over $50B,1,1. brief (1-2 days)
STX,Memory and Storage,2026-01-29,445.47,1.67,43.0,-9.21,-6.91,-2.3,-3.45,0.6,-4.05,-8.67,3.01,-11.68,-14.08,-1.04,-13.04,100.96333343346001,4. over $50B,1,1. brief (1-2 days)
STX,Memory and Storage,2026-04-30,673.16,1.51,26.7,13.78,7.91,5.87,19.46,14.96,4.51,30.6,22.63,7.98,38.21,22.04,16.17,152.56802373688,4. over $50B,1,1. brief (1-2 days)
STX,Memory and Storage,2026-05-14,804.19,1.87,19.5,0.71,-2.3,3.01,9.32,6.56,2.77,15.69,5.87,9.82,20.44,7.59,12.85,182.26525493042,4. over $50B,11,4. very persistent (10+ days)
STX,Memory and Storage,2026-06-22,1093.26,1.59,29.1,-11.41,-6.1,-5.31,-24.3,-14.92,-9.38,-18.42,-15.78,-2.64,-22.68,-14.16,-8.51,247.78138574867998,4. over $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2024-01-25,45.39,1.63,19.4,-4.86,2.32,-7.17,-5.32,7.06,-12.38,-7.08,10.03,-17.11,4.43,18.88,-14.46,16.36495344816,3. $10B - $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2025-07-31,78.48,1.58,17.4,-5.4,-0.35,-5.05,-3.11,2.46,-5.58,4.26,7.5,-3.24,24.25,18.73,5.52,28.29525328512,3. $10B - $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2025-09-08,93.15,1.53,21.3,9.75,10.75,-1.0,20.5,17.77,2.72,34.29,23.4,10.9,30.27,28.46,1.81,33.5843889336,3. $10B - $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2025-09-22,112.24,1.56,20.5,3.85,-2.24,6.09,11.45,3.99,7.46,8.11,7.42,0.7,40.57,16.3,24.27,40.467115554559996,3. $10B - $50B,11,4. very persistent (10+ days)
WDC,Memory and Storage,2025-10-06,125.09,1.84,11.4,-5.12,2.39,-7.51,-2.99,3.07,-6.06,26.13,11.59,14.54,29.67,-3.04,32.71,45.10006668496,3. $10B - $50B,14,4. very persistent (10+ days)
WDC,Memory and Storage,2025-11-04,151.95,1.56,25.3,11.7,-0.96,12.66,0.45,-10.63,11.07,2.24,-4.42,6.66,9.34,-10.77,20.11,54.784196440799995,4. over $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2026-01-30,250.05,1.6,12.7,12.93,3.39,9.54,12.53,5.11,7.41,7.93,7.33,0.6,14.43,5.05,9.39,90.1532630472,4. over $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2026-02-13,281.37,1.7,12.5,-0.41,-0.27,-0.14,-4.08,1.74,-5.82,1.69,0.18,1.51,-10.58,-9.68,-0.9,101.44540541328,4. over $50B,7,3. persistent (6-9 days)
WDC,Memory and Storage,2026-05-11,515.7,1.55,28.7,-11.08,-6.32,-4.76,1.71,4.95,-3.24,0.39,4.92,-4.52,24.85,9.79,15.06,185.93096482080003,4. over $50B,1,1. brief (1-2 days)
WDC,Memory and Storage,2026-06-17,712.13,1.52,19.9,-5.16,1.84,-7.0,-24.31,-8.75,-15.56,-32.99,-15.97,-17.01,-23.49,-16.52,-6.97,256.75202245072,4. over $50B,1,1. brief (1-2 days)
SNDK,Memory and Storage,2025-06-17,44.09,1.55,14.1,7.17,4.65,2.52,4.81,11.05,-6.24,-5.83,15.18,-21.01,-2.65,22.13,-24.79,6.45561375409,2. $2B - $10B,1,1. brief (1-2 days)
SNDK,Memory and Storage,2025-09-05,68.55,1.59,50.7,25.65,9.51,16.14,49.1,15.58,33.52,87.32,22.76,64.56,104.46,28.07,76.4,10.03702251855,3. $10B - $50B,1,1. brief (1-2 days)
SNDK,Memory and Storage,2025-09-19,102.21,2.96,49.1,-4.98,-2.13,-2.85,25.63,5.43,20.21,37.13,9.2,27.93,95.02,18.33,76.69,14.96548609221,3. $10B - $50B,11,4. very persistent (10+ days)
SNDK,Memory and Storage,2025-10-03,128.41,3.11,25.6,-8.96,-0.68,-8.28,9.15,3.42,5.73,55.23,12.09,43.14,97.93,-0.77,98.7,18.80166391841,3. $10B - $50B,14,4. very persistent (10+ days)
SNDK,Memory and Storage,2025-10-17,140.16,1.96,9.2,32.82,4.13,28.69,42.22,8.49,33.73,81.34,-3.85,85.19,49.95,0.59,49.36,20.52208718016,3. $10B - $50B,14,4. very persistent (10+ days)
SNDK,Memory and Storage,2025-10-31,199.33,2.03,42.2,20.14,-2.88,23.02,27.51,-11.7,39.21,5.44,-7.56,13.0,1.27,-10.12,11.4,29.18569946933,3. $10B - $50B,14,4. very persistent (10+ days)
SNDK,Memory and Storage,2025-11-14,254.16,2.81,27.5,-21.2,-5.57,-15.63,-17.31,5.28,-22.58,-20.57,1.15,-21.73,-5.48,2.88,-8.36,37.213853294159996,3. $10B - $50B,14,4. very persistent (10+ days)
SNDK,Memory and Storage,2025-12-05,228.47,1.68,16.6,-9.76,-3.56,-6.2,4.0,-3.81,7.82,53.03,2.5,50.53,119.41,10.15,109.26,33.45234915847,3. $10B - $50B,4,2. building (3-5 days)
SNDK,Memory and Storage,2026-01-12,389.27,1.59,55.7,16.4,3.56,12.84,23.68,7.9,15.78,39.14,11.11,28.03,62.45,15.87,46.58,56.99652451927,4. over $50B,1,1. brief (1-2 days)
SNDK,Memory and Storage,2026-01-27,481.43,1.96,23.7,44.47,0.09,44.38,12.51,3.28,9.23,31.35,7.36,23.99,36.14,2.28,33.86,70.49049965143001,4. over $50B,11,4. very persistent (10+ days)
SNDK,Memory and Storage,2026-02-10,541.64,2.6,12.5,10.85,-0.34,11.19,16.75,3.58,13.18,21.01,-1.09,22.1,25.15,4.19,20.96,79.30638770164,4. over $50B,14,4. very persistent (10+ days)
SNDK,Memory and Storage,2026-02-25,632.38,1.87,16.8,-5.27,-4.35,-0.92,3.64,-4.34,7.98,7.19,0.58,6.62,34.66,6.66,28.0,92.59244785238,4. over $50B,11,4. very persistent (10+ days)
SNDK,Memory and Storage,2026-05-08,1562.34,1.54,57.8,-9.9,0.24,-10.14,-5.35,4.2,-9.55,5.1,10.01,-4.91,25.68,13.47,12.21,228.75626202234,4. over $50B,1,1. brief (1-2 days)
P,Memory and Storage,2024-03-07,57.16,1.51,38.8,-11.18,-4.34,-6.84,-7.56,2.09,-9.64,-5.9,1.84,-7.73,-13.47,-7.35,-6.12,19.00026591312,3. $10B - $50B,1,1. brief (1-2 days)
P,Memory and Storage,2024-06-07,64.94,1.92,8.2,4.22,6.46,-2.24,-3.26,5.24,-8.51,1.45,9.84,-8.39,-5.7,11.65,-17.35,21.586376284079996,3. $10B - $50B,1,1. brief (1-2 days)
P,Memory and Storage,2024-12-05,62.56,1.57,25.7,-0.06,-1.46,1.39,-0.35,-7.34,6.99,3.18,-0.79,3.97,15.59,5.12,10.46,20.79525254592,3. $10B - $50B,1,1. brief (1-2 days)
P,Memory and Storage,2025-08-28,80.54,1.9,39.2,-1.63,-0.17,-1.46,2.19,9.3,-7.11,2.31,12.8,-10.49,10.96,22.3,-11.34,26.771893223280003,3. $10B - $50B,1,1. brief (1-2 days)
P,Memory and Storage,2026-06-02,82.98,1.83,7.7,-15.64,-9.06,-6.58,-11.71,-5.18,-6.54,-7.04,-7.93,0.9,-17.61,-19.6,2.0,27.58296125736,3. $10B - $50B,1,1. brief (1-2 days)
P,Memory and Storage,2026-08-21,108.55,1.52,20.5,,,,,,,,,,,,,36.0825553686,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2023-11-30,86.77,1.62,15.8,-2.53,2.08,-4.61,-2.39,9.94,-12.32,-3.53,16.86,-20.39,-5.39,11.34,-16.73,17.02724717405,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2024-03-01,100.57,1.53,20.7,-1.95,0.4,-2.35,-2.81,-2.61,-0.21,-0.26,4.79,-5.05,-2.33,-4.21,1.87,19.73528003105,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2024-06-03,114.14,1.56,7.7,3.32,4.59,-1.27,5.95,12.36,-6.41,9.18,13.05,-3.87,7.54,16.95,-9.4,22.398179007099998,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2024-11-26,125.38,1.69,7.2,-0.42,6.29,-6.72,-5.35,3.98,-9.33,-8.68,2.31,-10.99,-10.93,-1.58,-9.35,24.6038521457,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2025-09-08,119.09,1.55,9.6,2.47,10.75,-8.28,2.84,17.77,-14.94,-0.19,23.4,-23.58,-2.82,28.46,-31.28,23.36953861885,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2026-05-26,138.53,1.6,18.0,26.41,9.76,16.65,18.75,-0.58,19.33,11.95,3.95,8.0,23.59,-1.6,25.19,27.184332730450002,3. $10B - $50B,1,1. brief (1-2 days)
NTAP,Memory and Storage,2026-06-09,164.5,2.48,18.7,-2.27,4.26,-6.53,-5.72,4.7,-10.42,4.08,-1.01,5.08,0.08,-5.64,5.73,32.2805365925,3. $10B - $50B,11,4. very persistent (10+ days)
PENG,Memory and Storage,2024-01-16,21.31,1.62,12.6,6.95,2.28,4.67,-2.06,6.34,-8.41,1.17,11.83,-10.66,-2.39,17.07,-19.47,1.09198191569,1. under $2B,1,1. brief (1-2 days)
PENG,Memory and Storage,2024-03-21,26.3,1.79,8.7,0.08,1.52,-1.44,-2.09,0.23,-2.32,-35.67,-8.94,-26.73,-29.16,-3.11,-26.05,1.3476829837,1. under $2B,1,1. brief (1-2 days)
PENG,Memory and Storage,2024-07-10,29.32,1.75,31.0,-13.3,0.06,-13.37,-20.46,-5.13,-15.34,-36.22,-17.77,-18.45,-29.23,-4.54,-24.69,1.50243593468,1. under $2B,1,1. brief (1-2 days)
PENG,Memory and Storage,2025-07-08,21.19,1.65,8.2,17.23,1.25,15.97,15.38,3.82,11.56,9.16,9.88,-0.72,13.69,11.27,2.41,1.0858327918100001,1. under $2B,1,1. brief (1-2 days)
PENG,Memory and Storage,2025-07-22,24.45,2.02,15.4,0.74,4.48,-3.75,-5.4,5.9,-11.29,-1.47,7.04,-8.51,-2.58,11.05,-13.62,1.25288399055,1. under $2B,11,4. very persistent (10+ days)
PENG,Memory and Storage,2026-04-13,24.38,1.59,46.1,15.26,6.7,8.56,19.16,10.23,8.92,78.59,28.64,49.95,125.39,35.03,90.36,1.2492970016199998,1. under $2B,1,1. brief (1-2 days)
PENG,Memory and Storage,2026-04-27,29.05,1.76,19.2,11.53,4.99,6.54,49.88,16.03,33.85,89.16,21.6,67.55,112.36,21.36,90.99,1.48860040595,1. under $2B,9,3. persistent (6-9 days)
PENG,Memory and Storage,2026-05-11,43.54,2.86,49.9,4.98,-6.32,11.3,26.21,4.95,21.25,41.69,4.92,36.77,48.64,9.79,38.85,2.23110711446,2. $2B - $10B,14,4. very persistent (10+ days)
PENG,Memory and Storage,2026-05-26,54.95,2.85,26.2,28.57,9.76,18.81,12.27,-0.58,12.85,17.78,3.95,13.83,48.12,-1.6,49.71,2.81578631005,2. $2B - $10B,14,4. very persistent (10+ days)
PENG,Memory and Storage,2026-06-09,61.69,2.13,12.3,-2.12,4.26,-6.39,4.91,4.7,0.22,31.93,-1.01,32.94,-5.32,-5.64,0.33,3.16116210131,2. $2B - $10B,14,4. very persistent (10+ days)
PENG,Memory and Storage,2026-06-30,76.01,1.61,19.0,3.24,-9.7,12.93,-4.16,-12.88,8.72,-42.51,-26.26,-16.25,-22.73,-8.04,-14.69,3.89495755099,2. $2B - $10B,5,2. building (3-5 days)
SIMO,Memory and Storage,2024-02-08,63.27,1.6,7.3,1.94,4.75,-2.81,2.49,2.38,0.12,6.42,10.73,-4.3,15.28,13.37,1.91,2.1453433425,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2025-02-18,57.43,1.66,15.0,-5.38,-12.27,6.9,-8.13,-17.8,9.67,-7.91,-18.24,10.33,-13.81,-22.54,8.73,1.9473220825,1. under $2B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2025-05-20,63.8,1.51,25.2,-4.33,-0.09,-4.24,0.83,5.98,-5.15,9.82,9.12,0.69,14.92,21.49,-6.57,2.16331445,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2025-09-24,91.18,1.52,10.4,5.26,4.63,0.62,1.54,8.8,-7.26,-0.27,4.92,-5.19,6.84,18.74,-11.9,3.091708645,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2025-11-05,97.42,1.61,7.1,-7.59,-4.7,-2.89,-13.64,-12.88,-0.76,-7.3,-5.51,-1.79,-11.84,-12.12,0.28,3.303293005,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2026-01-07,120.18,1.54,35.3,-7.75,5.03,-12.78,-4.84,9.05,-13.88,4.17,4.87,-0.7,11.78,15.92,-4.15,4.075033395,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2026-02-04,127.36,1.83,9.0,9.43,8.04,1.39,3.46,7.19,-3.73,-3.22,3.62,-6.84,-0.3,8.27,-8.57,4.31849104,2. $2B - $10B,5,2. building (3-5 days)
SIMO,Memory and Storage,2026-04-29,216.62,1.98,56.4,12.62,16.46,-3.84,24.33,17.85,6.48,30.12,24.69,5.43,26.39,24.76,1.63,7.345096805,2. $2B - $10B,1,1. brief (1-2 days)
SIMO,Memory and Storage,2026-05-13,269.32,2.63,24.3,-4.39,-4.5,0.1,4.66,5.7,-1.04,1.66,5.8,-4.14,13.12,6.5,6.62,9.13203523,2. $2B - $10B,11,4. very persistent (10+ days)
SIMO,Memory and Storage,2026-06-02,300.66,1.94,25.7,-13.78,-9.06,-4.72,-6.17,-5.18,-0.99,5.21,-7.93,13.15,-9.57,-19.6,10.04,10.194704115,3. $10B - $50B,8,3. persistent (6-9 days)
RMBS,Memory and Storage,2023-12-21,69.35,2.37,7.2,-1.59,1.49,-3.08,-3.98,0.43,-4.41,6.2,0.96,5.24,-20.32,4.85,-25.17,7.521812168049999,2. $2B - $10B,1,1. brief (1-2 days)
RMBS,Memory and Storage,2025-02-10,67.17,1.64,15.9,2.11,0.71,1.4,-14.5,-11.89,-2.61,-23.25,-20.62,-2.63,-12.25,-14.6,2.35,7.28536587351,2. $2B - $10B,1,1. brief (1-2 days)
RMBS,Memory and Storage,2025-07-29,73.15,1.71,13.4,0.87,1.38,-0.51,4.5,6.09,-1.59,2.57,6.65,-4.08,5.41,20.06,-14.65,7.933966259450001,2. $2B - $10B,1,1. brief (1-2 days)
RMBS,Memory and Storage,2025-09-11,88.58,1.67,18.0,21.22,5.17,16.05,13.75,3.42,10.33,11.45,15.92,-4.47,14.71,15.45,-0.74,9.60752879374,2. $2B - $10B,1,1. brief (1-2 days)
RMBS,Memory and Storage,2025-09-25,100.76,2.67,13.8,2.93,7.74,-4.81,-2.02,11.37,-13.4,0.84,11.01,-10.16,5.69,18.01,-12.33,10.92859111828,3. $10B - $50B,10,4. very persistent (10+ days)
RMBS,Memory and Storage,2026-01-23,115.31,1.5,26.2,-1.28,0.83,-2.11,-7.12,4.66,-11.78,-17.38,6.84,-24.22,-23.23,2.94,-26.17,12.50670744193,3. $10B - $50B,1,1. brief (1-2 days)
NLST,Memory and Storage,2024-05-20,1.66,1.5,27.7,-4.82,4.13,-8.95,-12.05,0.99,-13.04,-13.86,13.91,-27.77,-17.47,15.56,-33.03,0.58030799414,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2024-10-31,1.05,1.54,22.1,12.38,12.55,-0.17,-0.95,9.58,-10.54,-5.71,19.47,-25.18,3.81,23.53,-19.72,0.36706228544999997,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2025-03-12,1.24,1.63,90.8,-35.48,2.93,-38.41,-13.71,-0.0,-13.71,-20.97,-7.58,-13.38,-27.42,-5.41,-22.01,0.43348307995999996,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2025-04-02,0.97,1.57,21.3,1.03,-5.33,6.37,-7.22,-11.5,4.29,-10.31,1.06,-11.37,-23.71,16.45,-40.16,0.33909563513,1. under $2B,8,3. persistent (6-9 days)
NLST,Memory and Storage,2025-06-23,1.03,1.56,41.1,-32.04,7.96,-40.0,-36.89,8.58,-45.47,-39.81,13.03,-52.84,-34.95,18.92,-53.87,0.36007062287,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2025-10-02,0.94,1.54,10.6,-29.79,3.42,-33.2,-35.11,4.72,-39.83,-31.91,10.04,-41.95,-37.23,-0.88,-36.36,0.32860814126,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2026-01-08,0.96,1.57,11.6,16.67,8.27,8.4,33.33,9.95,23.39,8.33,14.76,-6.42,15.63,17.07,-1.45,0.33559980384,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2026-01-23,1.28,2.0,33.3,-6.25,0.83,-7.08,-18.75,4.66,-23.41,-13.28,6.84,-20.12,-6.25,2.94,-9.19,0.44746640512,1. under $2B,11,4. very persistent (10+ days)
NLST,Memory and Storage,2026-03-16,1.65,1.59,33.1,1.21,-0.03,1.24,-15.76,-9.71,-6.05,-6.06,19.84,-25.9,27.27,23.39,3.89,0.57681216285,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2026-04-24,2.25,1.5,48.0,11.11,2.83,8.29,34.22,11.64,22.58,28.89,16.04,12.85,31.11,22.94,8.17,0.78656204025,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2026-05-08,3.02,2.6,34.2,-2.98,0.24,-3.22,-3.97,4.2,-8.17,-2.32,10.01,-12.33,-10.93,13.47,-24.4,1.0557410495800001,1. under $2B,11,4. very persistent (10+ days)
NLST,Memory and Storage,2026-08-07,3.92,1.52,56.8,50.0,5.65,44.35,29.34,-2.55,31.89,,,,,,,1.37036586568,1. under $2B,1,1. brief (1-2 days)
NLST,Memory and Storage,2026-08-21,5.07,3.39,29.3,,,,,,,,,,,,,1.7723864640300002,1. under $2B,11,4. very persistent (10+ days)
SMCI,Servers and Compute,2024-01-19,42.34,2.11,46.6,12.0,2.23,9.77,36.91,5.37,31.55,89.75,12.1,77.65,153.77,22.03,131.74,27.38860396318,3. $10B - $50B,1,1. brief (1-2 days)
SMCI,Servers and Compute,2024-02-02,57.96,3.16,36.9,27.72,6.24,21.47,38.59,6.43,32.16,85.35,15.65,69.7,72.64,11.38,61.26,37.49276064492,3. $10B - $50B,11,4. very persistent (10+ days)
SMCI,Servers and Compute,2024-02-16,80.33,3.56,38.6,9.09,2.93,6.16,33.74,9.31,24.42,24.57,5.47,19.1,25.72,10.99,14.73,51.96331025891,4. over $50B,14,4. very persistent (10+ days)
SMCI,Servers and Compute,2024-03-04,107.43,2.19,33.7,0.55,-3.41,3.96,-6.86,-3.17,-3.69,-6.0,2.01,-8.01,-9.13,-4.8,-4.33,69.49356929061,4. over $50B,11,4. very persistent (10+ days)
SMCI,Servers and Compute,2024-12-02,42.0,1.63,126.0,5.14,2.53,2.61,-20.38,5.41,-25.79,-27.43,-4.47,-22.96,-25.9,2.02,-27.92,27.168667134,3. $10B - $50B,1,1. brief (1-2 days)
SMCI,Servers and Compute,2025-02-14,47.91,1.52,68.0,7.72,-7.53,15.25,-24.71,-16.08,-8.63,-12.46,-14.29,1.83,-28.53,-22.45,-6.08,30.991686723569998,3. $10B - $50B,1,1. brief (1-2 days)
SMCI,Servers and Compute,2026-05-14,33.03,1.52,20.5,1.3,-2.3,3.61,39.54,6.56,32.98,-7.78,5.87,-13.65,-14.77,7.59,-22.36,21.366216081810002,3. $10B - $50B,1,1. brief (1-2 days)
SMCI,Servers and Compute,2026-06-01,46.88,1.51,51.0,-6.16,-2.6,-3.56,-34.19,1.33,-35.52,-37.44,2.24,-39.67,-42.64,-11.4,-31.24,30.32540750576,3. $10B - $50B,4,2. building (3-5 days)
SMCI,Servers and Compute,2026-06-25,31.68,1.73,8.2,-14.08,-10.45,-3.63,-10.64,-7.39,-3.25,-4.99,-15.1,10.11,-1.74,-11.52,9.79,20.49293749536,3. $10B - $50B,4,2. building (3-5 days)
DELL,Servers and Compute,2024-02-29,91.13,1.59,10.0,27.3,5.49,21.8,12.46,0.71,11.74,20.55,8.79,11.76,24.4,1.71,22.69,58.88295946364,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2024-03-14,102.48,3.2,12.5,7.13,6.99,0.14,7.2,8.34,-1.15,10.62,1.11,9.51,17.94,3.98,13.96,66.21667602144001,4. over $50B,11,4. very persistent (10+ days)
DELL,Servers and Compute,2024-04-09,119.11,1.53,9.5,-2.14,-5.24,3.1,-2.13,-2.24,0.11,3.49,0.35,3.14,19.46,9.72,9.75,76.96202459908,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2024-05-28,160.51,1.5,26.8,-18.26,-3.11,-15.14,-20.74,1.75,-22.49,-16.76,6.33,-23.09,-15.27,11.59,-26.86,103.71232111828,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2024-06-20,143.53,1.6,7.9,-6.12,-1.34,-4.78,-6.44,2.05,-8.48,-15.3,1.04,-16.34,-30.89,-11.44,-19.45,92.74082269083999,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2025-10-08,162.46,1.69,24.6,-6.58,2.48,-9.06,-8.43,-3.57,-4.86,-7.04,8.72,-15.76,-27.18,-5.01,-22.18,104.97229885288,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2026-03-02,152.82,1.55,30.7,-4.58,-4.81,0.22,1.95,-1.22,3.16,7.24,-11.29,18.52,20.16,18.29,1.87,98.74348584695998,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2026-03-25,183.14,1.52,24.9,-7.95,-4.93,-3.02,-1.39,6.32,-7.7,15.64,23.34,-7.7,25.53,37.03,-11.5,118.33452426392,4. over $50B,6,3. persistent (6-9 days)
DELL,Servers and Compute,2026-05-28,316.53,1.55,30.0,33.12,7.29,25.83,23.47,-0.19,23.66,26.0,0.55,25.45,34.71,-6.06,40.77,204.52346273484,4. over $50B,1,1. brief (1-2 days)
DELL,Servers and Compute,2026-06-11,390.8,2.64,23.5,4.61,8.12,-3.51,2.05,0.87,1.18,9.11,-6.02,15.13,9.24,-12.26,21.5,252.5124608624,4. over $50B,11,4. very persistent (10+ days)
HPE,Servers and Compute,2024-03-05,17.0,1.6,20.6,-0.28,0.01,-0.28,-6.61,-1.15,-5.46,1.23,5.5,-4.27,-5.22,-3.57,-1.65,22.511459857,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2024-06-05,18.43,1.85,9.6,7.34,4.5,2.84,10.93,7.22,3.72,6.13,10.0,-3.87,5.77,8.77,-3.0,24.40507089203,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2024-06-20,20.45,1.72,10.9,-2.05,-1.34,-0.71,-4.33,2.05,-6.37,-4.66,1.04,-5.69,-16.06,-11.44,-4.62,27.07996200445,3. $10B - $50B,11,4. very persistent (10+ days)
HPE,Servers and Compute,2024-09-19,18.07,1.78,7.6,7.96,7.03,0.92,7.96,4.51,3.44,11.09,11.13,-0.04,3.4,8.4,-5.0,23.928357624470003,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2025-07-10,20.86,1.56,15.1,-2.16,3.06,-5.22,-3.66,5.76,-9.43,-4.18,9.42,-13.6,2.49,9.0,-6.51,27.622885448059996,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2025-09-04,22.69,1.56,10.1,7.34,10.64,-3.3,9.56,16.74,-7.19,6.26,24.37,-18.11,-2.34,31.88,-34.22,30.04617789149,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2025-10-30,24.04,1.67,8.5,-4.14,-1.2,-2.94,-6.06,-10.02,3.96,-10.41,-5.15,-5.25,-2.21,-6.99,4.78,31.83385264484,3. $10B - $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2026-05-29,42.91,1.77,26.1,14.31,-3.48,17.8,11.92,-0.44,12.35,3.48,1.17,2.32,15.49,-7.44,22.92,56.82157308610999,4. over $50B,1,1. brief (1-2 days)
HPE,Servers and Compute,2026-06-12,48.03,3.09,11.9,0.77,8.24,-7.47,-7.54,1.54,-9.07,3.19,-7.02,10.21,-5.08,-17.8,12.72,63.60149511363001,4. over $50B,11,4. very persistent (10+ days)
CLS,Servers and Compute,2024-01-30,33.09,1.72,16.1,9.58,-0.26,9.84,13.33,5.09,8.24,24.36,10.1,14.26,36.08,14.12,21.96,4.17301686153,2. $2B - $10B,1,1. brief (1-2 days)
CLS,Servers and Compute,2024-02-13,37.5,1.78,13.3,-0.8,-1.23,0.43,9.73,4.9,4.83,20.08,8.8,11.28,21.49,15.1,6.39,4.7291668875,2. $2B - $10B,11,4. very persistent (10+ days)
CLS,Servers and Compute,2024-03-13,45.03,1.53,9.4,-2.18,2.37,-4.55,1.18,6.1,-4.92,2.2,2.45,-0.25,-3.95,0.86,-4.81,5.67878359851,2. $2B - $10B,1,1. brief (1-2 days)
CLS,Servers and Compute,2024-10-24,67.94,1.67,10.9,0.68,-1.55,2.22,25.6,10.9,14.69,34.59,13.55,21.03,39.62,25.66,13.96,8.56798928898,2. $2B - $10B,1,1. brief (1-2 days)
CLS,Servers and Compute,2024-11-07,85.33,1.63,25.6,-5.68,-2.64,-3.04,7.16,2.6,4.56,11.17,13.47,-2.31,11.86,4.05,7.81,10.76106161361,3. $10B - $50B,11,4. very persistent (10+ days)
CLS,Servers and Compute,2025-01-22,123.27,1.57,24.8,-18.48,-14.32,-4.16,16.55,-9.27,25.82,1.42,-8.14,9.56,-33.79,-26.19,-7.6,15.54571739259,3. $10B - $50B,1,1. brief (1-2 days)
CLS,Servers and Compute,2025-02-05,143.67,2.81,16.5,-9.99,-1.08,-8.91,-12.98,1.15,-14.13,-43.19,-18.69,-24.5,-33.42,-14.88,-18.55,18.11838417939,3. $10B - $50B,6,3. persistent (6-9 days)
CLS,Servers and Compute,2025-07-29,202.0,1.68,25.9,-2.72,1.38,-4.1,5.67,6.09,-0.42,-1.67,6.65,-8.32,25.26,20.06,5.2,25.474445634,3. $10B - $50B,1,1. brief (1-2 days)
CLS,Servers and Compute,2025-11-07,322.1,1.56,8.6,-3.48,-9.32,5.84,-13.05,-14.44,1.38,5.79,-1.98,7.77,-4.73,-4.86,0.13,40.6203907857,3. $10B - $50B,1,1. brief (1-2 days)
NVDA,Servers and Compute,2024-02-14,73.77,1.51,20.1,6.28,-1.06,7.34,7.05,2.47,4.58,19.01,3.43,15.58,22.27,11.07,11.2,1781.32419,4. over $50B,1,1. brief (1-2 days)
